,Feature1,Feature2,Feature3,Feature4,Target
4381,0.00696,0.00209,0.697,0.993,0
4382,0.00756,0.0025,0.732,0.997,0
4383,0.00721,0.00248,0.747,0.998,0
4384,0.00838,0.00226,0.661,0.996,0
4385,0.00731,0.00101,0.474,0.998,1
4386,0.00715,0.00241,0.74,0.997,0
4387,0.00696,0.00163,0.616,0.993,2
4388,0.00732,0.00104,0.479,0.998,1
4389,0.00872,0.00247,0.678,0.999,0
4390,0.00739,0.00224,0.701,0.997,0
4391,0.00641,0.00105,0.515,0.993,1
4392,0.00662,0.00129,0.562,0.994,2
4393,0.00645,0.00161,0.636,0.992,2
4394,0.00682,0.000901,0.463,0.995,1
4395,0.00712,0.00199,0.674,0.998,0
4396,0.00653,0.00192,0.691,0.997,2
4397,0.00734,0.00186,0.641,0.998,0
4398,0.00649,0.00163,0.638,0.997,2
4399,0.00701,0.00175,0.636,0.997,2
4400,0.00697,0.0016,0.61,0.996,2
4401,0.00681,0.00164,0.625,0.998,2
4402,0.007,0.00101,0.483,0.99,1
4403,0.0081,0.00242,0.696,0.997,0
4404,0.00672,0.000842,0.451,0.994,1
4405,0.00721,0.000912,0.453,0.994,1
4406,0.00764,0.00189,0.634,0.994,0
4407,0.0081,0.00246,0.702,0.997,0
4408,0.00871,0.00195,0.602,0.999,0
4409,0.0078,0.00208,0.658,0.992,0
4410,0.00733,0.0021,0.681,0.999,0
4411,0.00735,0.00182,0.634,0.999,0
4412,0.00736,0.00129,0.533,0.99,1
4413,0.00656,0.00109,0.519,0.996,1
4414,0.00724,0.00159,0.596,0.997,2
4415,0.00656,0.00135,0.578,0.995,2
4416,0.00759,0.00162,0.589,0.996,2
4417,0.00703,0.00227,0.724,0.996,0
4418,0.0081,0.0023,0.679,0.999,0
4419,0.00756,0.00235,0.71,0.997,0
4420,0.00755,0.00225,0.695,0.997,0
4421,0.0063,0.000967,0.499,0.997,1
4422,0.00683,0.00147,0.591,0.994,2
4423,0.00633,0.00126,0.569,0.991,2
4424,0.00863,0.00218,0.639,0.998,0
4425,0.0063,0.00165,0.652,0.997,2
4426,0.00685,0.00163,0.622,0.994,2
4427,0.00698,0.00121,0.53,0.997,1
4428,0.00863,0.00206,0.623,0.997,0
4429,0.00665,0.00172,0.648,0.992,2
4430,0.00869,0.00259,0.695,0.997,0
4431,0.00685,0.00135,0.566,0.978,1
4432,0.00779,0.0012,0.5,0.99,1
4433,0.00666,0.00157,0.619,0.997,2
4434,0.00647,0.0018,0.671,0.996,2
4435,0.00827,0.00217,0.652,0.998,0
4436,0.00755,0.00233,0.707,0.998,0
4437,0.00678,0.00176,0.65,0.998,2
4438,0.00815,0.00203,0.636,0.997,0
4439,0.00678,0.00109,0.509,0.994,1
4440,0.00675,0.00171,0.641,0.996,2
4441,0.00706,0.000858,0.444,0.998,1
4442,0.00889,0.00216,0.627,0.996,0
4443,0.00657,0.00153,0.614,0.993,2
4444,0.00693,0.0011,0.508,0.995,1
4445,0.00774,0.00236,0.702,0.999,0
4446,0.00668,0.00183,0.667,0.997,2
4447,0.00633,0.00164,0.648,0.992,2
4448,0.00697,0.00206,0.692,0.999,0
4449,0.00698,0.00204,0.688,0.999,0
4450,0.00761,0.00102,0.466,0.995,1
4451,0.00767,0.00117,0.497,0.991,1
4452,0.00628,0.00165,0.652,0.997,2
4453,0.00654,0.00194,0.694,0.998,2
4454,0.00715,0.0011,0.498,0.996,1
4455,0.0077,0.00196,0.643,0.998,0
4456,0.00813,0.00221,0.663,0.997,0
4457,0.00693,0.00186,0.659,0.993,2
4458,0.00676,0.000967,0.482,0.995,1
4459,0.00658,0.00115,0.533,0.998,1
4460,0.00795,0.00226,0.679,0.998,0
4461,0.0068,0.00164,0.626,0.995,2
4462,0.00841,0.00271,0.723,0.997,0
4463,0.00698,0.000945,0.468,0.997,1
4464,0.00709,0.0019,0.659,0.995,2
4465,0.00692,0.00232,0.737,0.999,0
4466,0.00841,0.0022,0.651,0.998,0
4467,0.00841,0.00237,0.675,0.994,0
4468,0.0068,0.0011,0.513,0.986,1
4469,0.00633,0.00158,0.635,0.99,2
4470,0.00774,0.00213,0.668,0.996,0
4471,0.00739,0.00111,0.494,0.997,1
4472,0.00636,0.00153,0.624,0.997,2
4473,0.00791,0.0021,0.657,0.996,0
4474,0.00834,0.00202,0.626,0.995,0
4475,0.00806,0.0025,0.709,0.997,0
4476,0.00625,0.00187,0.697,0.995,2
4477,0.00734,0.001,0.47,0.993,1
4478,0.0075,0.00221,0.691,0.998,0
4479,0.00827,0.00203,0.631,0.991,0
4480,0.00674,0.00158,0.616,0.993,2
4481,0.00647,0.000887,0.472,0.991,1
4482,0.0068,0.00234,0.747,0.999,0
4483,0.00745,0.00113,0.497,0.991,1
4484,0.00715,0.00223,0.711,0.998,0
4485,0.00642,0.00096,0.492,0.993,1
4486,0.00657,0.00176,0.659,0.997,2
4487,0.00649,0.00185,0.679,0.998,2
4488,0.00975,0.00196,0.571,0.999,0
4489,0.0069,0.00186,0.66,0.994,2
4490,0.00814,0.0024,0.691,0.996,0
4491,0.00676,0.0011,0.513,0.997,1
4492,0.00717,0.000917,0.455,0.997,1
4493,0.00693,0.000895,0.458,0.997,1
4494,0.0068,0.00169,0.635,0.994,2
4495,0.00762,0.00198,0.649,0.995,0
4496,0.00809,0.00214,0.655,0.987,0
4497,0.00635,0.00142,0.602,0.998,2
4498,0.0074,0.0011,0.49,0.994,1
4499,0.0073,0.00254,0.752,0.997,0
4500,0.00649,0.00162,0.637,0.995,2
4501,0.00772,0.00249,0.724,0.997,0
4502,0.00753,0.00244,0.725,0.997,0
4503,0.00675,0.00185,0.667,0.996,2
4504,0.00745,0.00216,0.685,0.999,0
4505,0.00741,0.00212,0.682,0.997,0
4506,0.00705,0.00221,0.712,0.994,0
4507,0.00714,0.00153,0.589,0.997,2
4508,0.00783,0.00202,0.646,0.997,0
4509,0.00743,0.00227,0.703,0.984,0
4510,0.00665,0.0015,0.605,0.995,2
4511,0.00719,0.00189,0.652,0.997,0
4512,0.0089,0.00287,0.722,0.993,0
4513,0.00674,0.000887,0.462,0.996,1
4514,0.00665,0.00151,0.608,0.995,2
4515,0.00818,0.0019,0.614,0.997,0
4516,0.00663,0.00105,0.507,0.984,1
4517,0.00641,0.00141,0.596,0.997,2
4518,0.00868,0.00252,0.686,0.999,0
4519,0.00735,0.0011,0.494,0.996,1
4520,0.00885,0.00213,0.625,0.998,0
4521,0.00686,0.00179,0.65,0.998,2
4522,0.00671,0.00135,0.57,0.994,2
4523,0.00849,0.00282,0.733,0.999,0
4524,0.0064,0.00152,0.62,0.996,2
4525,0.00874,0.00242,0.67,0.993,0
4526,0.00632,0.00171,0.663,0.997,2
4527,0.00655,0.00155,0.619,0.996,2
4528,0.00633,0.00137,0.592,0.994,2
4529,0.00632,0.00181,0.682,0.992,2
4530,0.0067,0.00161,0.625,0.996,2
4531,0.00661,0.0015,0.606,0.998,2
4532,0.00749,0.00225,0.698,0.99,0
4533,0.00732,0.00168,0.61,0.993,2
4534,0.00776,0.00154,0.568,0.994,2
4535,0.00678,0.000909,0.466,0.988,1
4536,0.00656,0.0015,0.609,0.998,2
4537,0.0069,0.00186,0.66,0.996,2
4538,0.00738,0.00109,0.49,0.993,1
4539,0.00674,0.00193,0.681,0.997,2
4540,0.00636,0.00153,0.624,0.994,2
4541,0.00894,0.00253,0.678,0.992,0
4542,0.00661,0.00153,0.612,0.997,2
4543,0.00687,0.00166,0.625,0.997,2
4544,0.00703,0.00212,0.699,0.998,0
4545,0.00713,0.00196,0.668,0.998,0
4546,0.00699,0.00153,0.596,0.998,2
4547,0.00661,0.0018,0.664,0.997,2
4548,0.00744,0.00244,0.729,0.998,0
4549,0.00679,0.00106,0.503,0.996,1
4550,0.00796,0.00192,0.625,0.997,0
4551,0.009,0.0021,0.616,0.998,0
4552,0.00847,0.00233,0.667,0.997,0
4553,0.00669,0.00168,0.637,0.997,2
4554,0.00653,0.00106,0.513,0.994,1
4555,0.0056,0.00114,0.573,0.99,2
4556,0.00676,0.00115,0.526,0.993,1
4557,0.00687,0.00192,0.673,0.999,2
4558,0.00625,0.00176,0.676,0.996,2
4559,0.00826,0.00216,0.651,0.997,0
4560,0.0075,0.00254,0.74,0.998,0
4561,0.00674,0.00143,0.587,0.992,2
4562,0.00666,0.000907,0.47,0.992,1
4563,0.00635,0.00158,0.635,0.998,2
4564,0.00855,0.00198,0.613,0.994,0
4565,0.00707,0.00194,0.667,0.999,0
4566,0.00631,0.00154,0.629,0.997,2
4567,0.0067,0.00174,0.649,0.997,2
4568,0.00691,0.00184,0.657,0.996,2
4569,0.00718,0.00178,0.634,0.998,2
4570,0.00891,0.00219,0.632,0.998,0
4571,0.0064,0.00138,0.592,0.998,2
4572,0.00689,0.0022,0.719,0.996,0
4573,0.00633,0.000987,0.503,0.991,1
4574,0.00652,0.000964,0.49,0.993,1
4575,0.0072,0.00188,0.65,0.997,0
4576,0.00656,0.00166,0.641,0.998,2
4577,0.0068,0.00171,0.638,0.994,2
4578,0.00835,0.00167,0.57,0.998,0
4579,0.00712,0.00203,0.68,0.998,0
4580,0.00614,0.00092,0.493,0.996,1
4581,0.00719,0.00186,0.648,0.997,0
4582,0.0065,0.00171,0.654,0.997,2
4583,0.008,0.00217,0.664,0.998,0
4584,0.0065,0.00195,0.697,0.995,2
4585,0.00848,0.00225,0.656,0.996,0
4586,0.00824,0.00202,0.63,0.998,0
4587,0.00648,0.000875,0.468,0.99,1
4588,0.00673,0.000979,0.486,0.996,1
4589,0.00718,0.00206,0.682,0.998,0
4590,0.00774,0.002,0.647,0.997,0
4591,0.00862,0.0021,0.629,0.991,0
4592,0.00636,0.00172,0.662,0.997,2
4593,0.00776,0.00112,0.484,0.992,1
4594,0.00665,0.00167,0.638,0.997,2
4595,0.00655,0.00165,0.639,0.996,2
4596,0.00697,0.00174,0.637,0.997,2
4597,0.00736,0.00112,0.497,0.992,1
4598,0.00603,0.00127,0.584,0.969,2
4599,0.00693,0.00177,0.643,0.995,2
4600,0.00758,0.0021,0.669,0.998,0
4601,0.00623,0.00127,0.574,0.989,2
4602,0.00629,0.0014,0.601,0.997,2
4603,0.00731,0.00114,0.503,0.995,1
4604,0.00687,0.00204,0.694,0.998,0
4605,0.00688,0.000864,0.451,0.997,1
4606,0.0082,0.00197,0.624,0.999,0
4607,0.00791,0.00238,0.698,0.998,0
4608,0.00699,0.00176,0.639,0.998,2
4609,0.00785,0.00203,0.648,0.998,0
4610,0.00678,0.00191,0.675,0.995,2
4611,0.00688,0.0014,0.575,0.996,2
4612,0.00787,0.00239,0.702,0.996,0
4613,0.00747,0.00193,0.648,0.998,0
4614,0.00771,0.00243,0.716,0.998,0
4615,0.0085,0.00226,0.657,0.995,0
4616,0.00689,0.00132,0.558,0.996,2
4617,0.007,0.00168,0.623,0.996,2
4618,0.00872,0.00211,0.627,0.985,0
4619,0.00629,0.00177,0.675,0.997,2
4620,0.00631,0.00171,0.662,0.997,2
4621,0.00745,0.00173,0.614,0.996,0
4622,0.00687,0.00209,0.702,0.998,0
4623,0.00807,0.00205,0.643,0.997,0
4624,0.00807,0.00225,0.673,0.998,0
4625,0.00789,0.0012,0.496,0.99,1
4626,0.00717,0.0019,0.656,0.998,0
4627,0.00696,0.00217,0.712,0.998,0
4628,0.00697,0.00185,0.656,0.996,2
4629,0.00754,0.00239,0.717,0.997,0
4630,0.00754,0.00125,0.519,0.989,1
4631,0.00851,0.00208,0.629,0.998,0
4632,0.00742,0.002,0.662,0.998,0
4633,0.00721,0.00221,0.705,0.998,0
4634,0.00734,0.00114,0.501,0.978,1
4635,0.0069,0.00204,0.692,0.998,0
4636,0.00833,0.00229,0.668,0.999,0
4637,0.00715,0.00187,0.652,0.998,0
4638,0.00758,0.00178,0.618,0.994,0
4639,0.00723,0.00169,0.615,0.998,2
4640,0.00661,0.00191,0.685,0.997,2
4641,0.00656,0.00169,0.646,0.995,2
4642,0.00737,0.00105,0.481,0.991,1
4643,0.00724,0.00167,0.612,0.998,2
4644,0.00882,0.00274,0.71,0.998,0
4645,0.00719,0.000963,0.466,0.996,1
4646,0.00648,0.00149,0.611,0.997,2
4647,0.00726,0.00104,0.481,0.993,1
4648,0.00763,0.00239,0.713,0.979,0
4649,0.00708,0.00192,0.664,0.995,2
4650,0.0086,0.00248,0.683,0.996,0
4651,0.00787,0.00186,0.618,0.997,0
4652,0.00682,0.000858,0.452,0.993,1
4653,0.0071,0.00157,0.598,0.998,2
4654,0.00816,0.00234,0.682,0.993,0
4655,0.00652,0.00171,0.652,0.987,2
4656,0.0065,0.00181,0.672,0.996,2
4657,0.008,0.00208,0.649,0.998,0
4658,0.00651,0.00195,0.696,0.998,2
4659,0.00679,0.00108,0.507,0.996,1
4660,0.00717,0.00161,0.604,0.998,2
4661,0.00726,0.00215,0.693,0.997,0
4662,0.00743,0.00156,0.584,0.996,2
4663,0.00741,0.00169,0.608,0.998,0
4664,0.00794,0.00277,0.752,0.998,0
4665,0.00784,0.00125,0.51,0.993,1
4666,0.00836,0.00234,0.673,0.998,0
4667,0.00771,0.00109,0.478,0.994,1
4668,0.00756,0.001,0.464,0.997,1
4669,0.00715,0.00212,0.694,0.995,0
4670,0.00673,0.00149,0.599,0.998,2
4671,0.00782,0.00105,0.466,0.99,1
4672,0.00635,0.00102,0.51,0.996,1
4673,0.00733,0.00153,0.582,0.997,2
4674,0.00907,0.00221,0.628,0.996,0
4675,0.00688,0.00166,0.625,0.993,2
4676,0.00686,0.00154,0.603,0.993,2
4677,0.00937,0.00212,0.606,0.998,0
4678,0.00776,0.00207,0.657,0.998,0
4679,0.00716,0.00183,0.644,0.997,2
4680,0.00688,0.00187,0.663,0.993,2
4681,0.00688,0.00185,0.66,0.999,2
4682,0.00696,0.000954,0.471,0.989,1
4683,0.00863,0.00253,0.689,0.999,0
4684,0.00665,0.00154,0.614,0.994,2
4685,0.00711,0.00181,0.643,0.997,2
4686,0.00631,0.00158,0.637,0.998,2
4687,0.0064,0.00165,0.647,0.997,2
4688,0.00803,0.00123,0.498,0.992,1
4689,0.00695,0.00186,0.658,0.998,2
4690,0.00656,0.00139,0.586,0.998,2
4691,0.00742,0.00201,0.663,0.999,0
4692,0.00732,0.0021,0.682,0.996,0
4693,0.007,0.00188,0.66,0.998,2
4694,0.00821,0.00226,0.668,0.998,0
4695,0.00728,0.00192,0.653,0.994,0
4696,0.00618,0.00175,0.678,0.994,2
4697,0.00844,0.00192,0.608,0.998,0
4698,0.00785,0.0019,0.626,1.0,0
4699,0.00854,0.00253,0.693,0.999,0
4700,0.0067,0.00143,0.588,0.992,2
4701,0.00769,0.00223,0.686,0.997,0
4702,0.00681,0.00192,0.677,0.998,2
4703,0.00682,0.00165,0.625,0.997,2
4704,0.00725,0.00241,0.734,0.996,0
4705,0.00793,0.0021,0.656,0.998,0
4706,0.00774,0.00202,0.651,0.995,0
4707,0.00859,0.002,0.614,0.997,0
4708,0.00785,0.00241,0.706,0.999,0
4709,0.00774,0.00257,0.733,0.997,0
4710,0.00683,0.00191,0.673,0.996,2
4711,0.00675,0.00132,0.563,0.988,2
4712,0.00965,0.00238,0.633,0.998,0
4713,0.00679,0.0016,0.618,0.998,2
4714,0.00751,0.00219,0.687,0.995,0
4715,0.00706,0.00172,0.629,0.999,2
4716,0.00778,0.00217,0.672,0.998,0
4717,0.00764,0.00181,0.619,0.997,0
4718,0.00679,0.00215,0.716,0.998,0
4719,0.0075,0.00252,0.737,0.998,0
4720,0.00781,0.00255,0.728,0.994,0
4721,0.00638,0.00156,0.63,0.996,2
4722,0.0067,0.00158,0.618,0.992,2
4723,0.00723,0.00202,0.672,0.998,0
4724,0.00672,0.00145,0.592,0.99,2
4725,0.00664,0.000972,0.487,0.996,1
4726,0.00878,0.0023,0.651,0.998,0
4727,0.00705,0.00102,0.485,0.996,1
4728,0.00637,0.00164,0.647,0.996,2
4729,0.00714,0.00181,0.642,0.995,2
4730,0.00728,0.00214,0.691,0.999,0
4731,0.00653,0.00144,0.598,0.992,2
4732,0.00643,0.00092,0.482,0.993,1
4733,0.00851,0.00189,0.601,0.997,0
4734,0.00634,0.00151,0.621,0.998,2
4735,0.00786,0.00224,0.68,0.996,0
4736,0.00715,0.00217,0.701,0.998,0
4737,0.00695,0.00114,0.515,0.993,1
4738,0.00648,0.00154,0.621,0.992,2
4739,0.00682,0.00216,0.717,0.997,0
4740,0.00724,0.00103,0.48,0.989,1
4741,0.00732,0.000909,0.449,0.996,1
4742,0.00687,0.00114,0.52,0.992,1
4743,0.00795,0.00186,0.615,0.998,0
4744,0.00735,0.000953,0.458,0.994,1
4745,0.00722,0.00202,0.674,0.997,0
4746,0.00681,0.00186,0.665,0.998,2
4747,0.00713,0.00113,0.508,0.994,1
4748,0.00711,0.0016,0.604,0.995,2
4749,0.00665,0.000902,0.469,0.992,1
4750,0.00788,0.00218,0.669,0.997,0
4751,0.00895,0.00267,0.695,0.993,0
4752,0.00678,0.00094,0.474,0.997,1
4753,0.00799,0.00237,0.694,0.996,0
4754,0.00636,0.00162,0.643,0.995,2
4755,0.00675,0.00197,0.688,0.999,2
4756,0.00648,0.00154,0.62,0.994,2
4757,0.00756,0.0018,0.622,0.998,0
4758,0.0081,0.00299,0.773,0.996,0
4759,0.00841,0.00279,0.733,0.996,0
4760,0.0069,0.00179,0.649,0.994,2
4761,0.00696,0.00223,0.721,0.997,0
4762,0.00863,0.00204,0.619,0.996,0
4763,0.00715,0.00163,0.608,0.994,2
4764,0.0063,0.00153,0.628,0.993,2
4765,0.00913,0.003,0.73,0.999,0
4766,0.0069,0.00107,0.501,0.993,1
4767,0.0088,0.00207,0.617,0.997,0
4768,0.00808,0.00227,0.675,0.997,0
4769,0.00714,0.0021,0.69,0.998,0
4770,0.0079,0.00106,0.466,0.993,1
4771,0.00892,0.00238,0.658,0.997,0
4772,0.00724,0.00197,0.664,0.998,0
4773,0.00619,0.00134,0.592,0.996,2
4774,0.00854,0.00191,0.603,0.995,0
4775,0.00738,0.00226,0.704,0.996,0
4776,0.007,0.000935,0.465,0.992,1
4777,0.00653,0.00105,0.511,0.991,1
4778,0.00705,0.00192,0.665,0.993,2
4779,0.00846,0.00219,0.647,0.998,0
4780,0.00628,0.0015,0.621,0.998,2
4781,0.00591,0.000905,0.498,0.995,1
4782,0.00754,0.00232,0.707,0.998,0
4783,0.0081,0.0023,0.679,0.997,0
4784,0.00633,0.00154,0.628,0.997,2
4785,0.00643,0.00229,0.76,0.998,2
4786,0.00725,0.00133,0.546,0.995,2
4787,0.007,0.00194,0.671,0.998,0
4788,0.00725,0.000912,0.452,0.997,1
4789,0.00625,0.00168,0.661,0.994,2
4790,0.00632,0.00179,0.677,0.998,2
4791,0.0076,0.00183,0.625,0.995,0
4792,0.00652,0.00164,0.639,0.995,2
4793,0.00679,0.0021,0.708,0.997,0
4794,0.00694,0.00162,0.616,0.996,2
4795,0.00646,0.00164,0.641,0.997,2
4796,0.00638,0.00147,0.611,0.996,2
4797,0.00733,0.000886,0.443,0.998,1
4798,0.00756,0.00192,0.641,0.997,0
4799,0.00675,0.00105,0.501,0.985,1
4800,0.00761,0.00148,0.561,0.999,2
4801,0.00761,0.00183,0.624,0.99,0
4802,0.00806,0.00256,0.718,0.996,0
4803,0.00651,0.00184,0.676,0.996,2
4804,0.00618,0.00098,0.507,0.994,1
4805,0.00837,0.00259,0.707,0.999,0
4806,0.00742,0.00175,0.619,0.998,0
4807,0.00635,0.00194,0.703,0.997,2
4808,0.00692,0.00112,0.512,0.992,1
4809,0.00682,0.00196,0.682,0.999,2
4810,0.00666,0.00161,0.627,0.998,2
4811,0.00663,0.00102,0.498,0.998,1
4812,0.00806,0.00191,0.62,0.996,0
4813,0.00658,0.00141,0.59,0.995,2
4814,0.00754,0.0011,0.487,0.997,1
4815,0.00811,0.00226,0.673,0.998,0
4816,0.00694,0.00169,0.627,0.992,2
4817,0.00712,0.0019,0.658,0.993,2
4818,0.00875,0.00256,0.689,0.998,0
4819,0.00662,0.00179,0.661,0.996,2
4820,0.00729,0.00216,0.693,0.996,0
4821,0.00838,0.00254,0.702,0.996,0
4822,0.00739,0.00111,0.494,0.997,1
4823,0.00736,0.00198,0.661,0.998,0
4824,0.00794,0.00223,0.674,0.996,0
4825,0.00653,0.00161,0.633,0.995,2
4826,0.00638,0.00166,0.649,0.996,2
4827,0.00773,0.00208,0.661,0.997,0
4828,0.00663,0.00156,0.618,0.998,2
4829,0.00708,0.00169,0.623,0.994,2
4830,0.00723,0.00137,0.555,0.994,2
4831,0.00689,0.00167,0.627,0.999,2
4832,0.00701,0.0011,0.505,0.993,1
4833,0.00623,0.000956,0.499,0.997,1
4834,0.00668,0.00166,0.635,0.998,2
4835,0.00721,0.00242,0.738,0.998,0
4836,0.00781,0.00208,0.658,0.993,0
4837,0.00735,0.00187,0.642,0.998,0
4838,0.00659,0.000905,0.472,0.997,1
4839,0.00695,0.00155,0.602,0.997,2
4840,0.00789,0.00218,0.669,0.997,0
4841,0.00744,0.00244,0.73,0.997,0
4842,0.00808,0.00204,0.639,0.998,0
4843,0.00798,0.0018,0.605,0.996,0
4844,0.0066,0.00157,0.621,0.996,2
4845,0.00758,0.0009,0.439,0.993,1
4846,0.00669,0.00161,0.625,0.998,2
4847,0.00635,0.00118,0.549,0.986,1
4848,0.00749,0.00148,0.565,0.993,2
4849,0.00665,0.00176,0.655,0.997,2
4850,0.00712,0.00169,0.62,0.99,2
4851,0.00674,0.00192,0.679,0.995,2
4852,0.00652,0.00156,0.622,0.995,2
4853,0.00649,0.00166,0.643,0.997,2
4854,0.00817,0.00194,0.62,0.998,0
4855,0.00658,0.00175,0.657,0.996,2
4856,0.00623,0.00185,0.694,0.996,2
4857,0.00722,0.000911,0.452,0.993,1
4858,0.00692,0.0013,0.551,0.986,1
4859,0.00701,0.00183,0.651,0.997,2
4860,0.00755,0.00222,0.691,0.998,0
4861,0.00889,0.00198,0.601,0.997,0
4862,0.00798,0.00262,0.73,0.999,0
4863,0.00791,0.00242,0.705,0.998,0
4864,0.00758,0.00217,0.681,0.998,0
4865,0.00802,0.00215,0.659,0.997,0
4866,0.00656,0.00179,0.664,0.995,2
4867,0.00659,0.00167,0.642,0.989,2
4868,0.00726,0.0013,0.539,0.998,1
4869,0.00691,0.000838,0.443,0.997,1
4870,0.00642,0.00109,0.524,0.981,1
4871,0.00619,0.00176,0.679,0.994,2
4872,0.00883,0.00221,0.636,0.997,0
4873,0.00814,0.0021,0.647,0.997,0
4874,0.00808,0.00204,0.641,0.997,0
4875,0.00703,0.00141,0.571,0.993,2
4876,0.00807,0.00223,0.67,0.999,0
4877,0.00673,0.00187,0.672,0.995,2
4878,0.00736,0.00222,0.699,0.995,0
4879,0.00738,0.00207,0.675,0.997,0
4880,0.00902,0.00239,0.655,0.998,0
4881,0.00682,0.00117,0.527,0.995,1
4882,0.00643,0.00172,0.658,0.996,2
4883,0.00781,0.00196,0.638,0.997,0
4884,0.00705,0.001,0.48,0.996,1
4885,0.00732,0.00206,0.676,0.997,0
4886,0.00769,0.000931,0.443,0.996,1
4887,0.00885,0.00262,0.693,0.996,0
4888,0.00659,0.00209,0.716,0.998,2
4889,0.00729,0.00182,0.636,0.998,0
4890,0.0065,0.0018,0.671,0.995,2
4891,0.00684,0.00177,0.648,0.999,2
4892,0.00674,0.00171,0.642,0.997,2
4893,0.0068,0.00177,0.65,0.995,2
4894,0.00768,0.00179,0.614,0.993,0
4895,0.0073,0.00155,0.587,0.997,2
4896,0.00644,0.00156,0.627,0.996,2
4897,0.00722,0.00163,0.606,0.998,2
4898,0.00861,0.00188,0.595,0.997,0
4899,0.00762,0.000978,0.456,0.993,1
4900,0.00719,0.000963,0.466,0.997,1
4901,0.00658,0.00209,0.718,0.995,2
4902,0.00717,0.000903,0.452,0.996,1
4903,0.00645,0.000982,0.497,0.99,1
4904,0.00656,0.00139,0.587,0.997,2
4905,0.00728,0.00194,0.657,0.997,0
4906,0.00694,0.00174,0.638,0.995,2
4907,0.007,0.00165,0.617,0.993,2
4908,0.00705,0.000971,0.473,0.997,1
4909,0.00706,0.000932,0.463,0.998,1
4910,0.00785,0.00203,0.648,0.999,0
4911,0.0078,0.00112,0.482,0.997,1
4912,0.00635,0.00169,0.657,0.995,2
4913,0.00633,0.00131,0.579,0.982,2
4914,0.00853,0.00225,0.655,0.996,0
4915,0.00609,0.000951,0.503,0.991,1
4916,0.0065,0.00168,0.648,0.997,2
4917,0.0081,0.00246,0.701,0.998,0
4918,0.00695,0.00199,0.681,0.998,0
4919,0.00709,0.00123,0.53,0.992,1
4920,0.00737,0.00171,0.613,0.995,2
4921,0.00757,0.00118,0.502,0.993,1
4922,0.00724,0.00207,0.68,0.997,0
4923,0.00889,0.00227,0.643,0.998,0
4924,0.00638,0.00117,0.546,0.998,2
4925,0.00803,0.00188,0.616,0.996,0
4926,0.00739,0.0012,0.513,0.992,1
4927,0.00831,0.0027,0.725,0.998,0
4928,0.00813,0.00191,0.617,0.992,0
4929,0.00682,0.00184,0.66,0.997,2
4930,0.00697,0.00161,0.612,0.996,2
4931,0.00669,0.00175,0.652,0.996,2
4932,0.00657,0.00107,0.514,0.994,1
4933,0.00759,0.00241,0.717,0.997,0
4934,0.00659,0.000904,0.472,0.997,1
4935,0.00803,0.00208,0.647,0.998,0
4936,0.00788,0.00275,0.753,0.999,0
4937,0.00729,0.000945,0.458,0.997,1
4938,0.0078,0.00182,0.614,0.997,0
4939,0.00677,0.0019,0.674,0.997,2
4940,0.00662,0.00195,0.692,0.997,2
4941,0.00624,0.00166,0.657,0.991,2
4942,0.00784,0.00215,0.667,0.997,0
4943,0.00666,0.00159,0.623,0.998,2
4944,0.00787,0.00221,0.675,0.999,0
4945,0.00744,0.00201,0.662,0.997,0
4946,0.00695,0.00198,0.679,0.996,2
4947,0.0067,0.00098,0.487,0.988,1
4948,0.00659,0.00109,0.518,0.997,1
4949,0.00785,0.00209,0.658,0.999,0
4950,0.00747,0.00204,0.666,0.997,0
4951,0.0068,0.00157,0.612,0.992,2
4952,0.00824,0.00203,0.632,0.997,0
4953,0.00732,0.00191,0.649,0.996,0
4954,0.00663,0.00141,0.587,0.995,2
4955,0.00668,0.00161,0.625,0.993,2
4956,0.00675,0.00189,0.674,0.998,2
4957,0.00661,0.00201,0.702,0.998,2
4958,0.00678,0.000909,0.466,0.988,1
4959,0.00848,0.00196,0.612,0.996,0
4960,0.00747,0.000904,0.443,0.991,1
4961,0.00861,0.00243,0.676,0.999,0
4962,0.00901,0.00244,0.662,0.999,0
4963,0.00641,0.00155,0.626,0.998,2
4964,0.00717,0.000876,0.445,0.996,1
4965,0.00694,0.00119,0.527,0.995,1
4966,0.00807,0.00269,0.735,0.999,0
4967,0.00854,0.00205,0.624,0.998,0
4968,0.00859,0.00234,0.664,0.993,0
4969,0.00768,0.00243,0.717,0.999,0
4970,0.00651,0.00147,0.604,0.998,2
4971,0.00725,0.00216,0.695,0.997,0
4972,0.0072,0.00117,0.513,0.995,1
4973,0.00685,0.00205,0.696,0.996,2
4974,0.00765,0.00216,0.677,0.997,0
4975,0.00752,0.000959,0.455,0.992,1
4976,0.00684,0.00215,0.714,0.997,0
4977,0.00699,0.00204,0.687,0.996,0
4978,0.0065,0.00185,0.68,0.997,2
4979,0.00671,0.00183,0.665,0.994,2
4980,0.00802,0.00183,0.608,0.997,0
4981,0.00802,0.00104,0.459,0.994,1
4982,0.00679,0.00161,0.62,0.998,2
4983,0.00811,0.00111,0.472,0.992,1
4984,0.00741,0.000968,0.46,0.995,1
4985,0.00677,0.00177,0.652,0.997,2
4986,0.00702,0.00109,0.502,0.992,1
4987,0.00664,0.00201,0.701,0.998,2
4988,0.00827,0.0023,0.671,0.996,0
